equipment_id,equipment_type,operation_hours,temperature_celsius,vibration_mm_s,pressure_bar,current_amp,load_percentage,maintenance_days_since_last,failure_history_count,environment_dust_level,shift,failure_next_7_days
EQ-DRILL-RIG-002,drill_rig,2495.0,97.5,6.84,178.16,346.94,65.23,8,0,medium,night,0
EQ-CONVEYOR-BELT-088,conveyor_belt,3313.7,68.6,2.92,97.4,110.76,71.34,80,3,medium,night,0
EQ-CONVEYOR-BELT-042,conveyor_belt,5140.9,71.63,4.43,90.92,200.22,68.74,31,1,high,day,0
EQ-BALL-MILL-112,ball_mill,2452.7,85.03,9.67,183.74,659.81,88.59,50,0,medium,day,1
EQ-BALL-MILL-077,ball_mill,3211.2,91.34,8.27,143.23,613.18,78.0,27,1,medium,day,0
EQ-CRUSHER-011,crusher,4302.7,93.19,6.66,189.04,488.56,58.4,5,0,low,night,0
EQ-DRILL-RIG-010,drill_rig,3670.0,94.35,6.63,246.06,333.34,56.92,31,1,high,night,0
EQ-CONVEYOR-BELT-016,conveyor_belt,3681.1,60.21,4.62,134.94,211.98,50.95,26,0,low,day,0
EQ-CRUSHER-085,crusher,3037.1,88.31,8.27,202.41,560.94,95.38,62,1,medium,night,0
EQ-HAUL-TRUCK-026,haul_truck,2349.2,87.41,6.37,133.75,507.55,81.57,14,3,high,day,1
EQ-CRUSHER-037,crusher,3080.8,94.85,6.13,175.46,585.91,88.71,26,0,medium,night,1
EQ-HAUL-TRUCK-021,haul_truck,6366.6,90.03,3.66,162.35,484.11,84.06,18,0,medium,day,0
EQ-DRILL-RIG-100,drill_rig,7809.6,81.87,7.59,248.49,481.31,91.17,21,1,medium,day,1
EQ-CONVEYOR-BELT-132,conveyor_belt,11632.2,55.89,2.64,81.82,249.74,65.8,62,0,medium,day,0
EQ-HAUL-TRUCK-130,haul_truck,3856.0,85.11,4.79,120.88,358.51,85.98,21,2,high,day,0
EQ-HAUL-TRUCK-077,haul_truck,6733.4,74.42,4.8,143.18,386.13,71.61,35,2,high,night,0
EQ-HAUL-TRUCK-073,haul_truck,3452.8,80.43,4.88,185.83,333.87,82.84,75,1,medium,day,0
EQ-DRILL-RIG-017,drill_rig,5525.8,87.84,6.13,226.22,408.92,67.53,19,0,medium,night,1
EQ-BALL-MILL-045,ball_mill,3023.9,76.74,10.52,180.32,624.36,80.67,50,1,low,night,0
EQ-EXCAVATOR-022,excavator,5501.4,79.78,5.29,239.05,382.13,63.2,28,0,medium,day,0
EQ-HAUL-TRUCK-035,haul_truck,6190.3,75.47,3.8,148.91,484.07,68.6,48,0,medium,night,0
EQ-CONVEYOR-BELT-127,conveyor_belt,2427.0,80.89,5.02,58.73,91.58,73.13,44,1,medium,night,0
EQ-CRUSHER-031,crusher,4735.7,95.86,6.82,162.62,693.45,90.85,12,5,medium,day,1
EQ-CONVEYOR-BELT-116,conveyor_belt,1443.9,64.56,3.15,78.47,163.11,73.54,50,0,medium,day,0
EQ-CRUSHER-062,crusher,4967.2,94.99,6.32,177.65,532.19,88.5,79,2,medium,day,0
EQ-DRILL-RIG-140,drill_rig,3053.0,87.5,7.08,242.95,356.46,79.75,76,0,medium,day,0
EQ-CONVEYOR-BELT-032,conveyor_belt,4173.7,61.71,5.3,84.14,212.86,73.07,84,0,low,night,0
EQ-DRILL-RIG-030,drill_rig,5627.8,87.44,6.42,235.13,365.45,56.63,27,0,medium,day,0
EQ-CONVEYOR-BELT-070,conveyor_belt,4977.7,73.52,1.65,126.24,176.57,70.65,16,1,high,night,0
EQ-CONVEYOR-BELT-004,conveyor_belt,3342.8,78.08,4.45,82.4,146.92,56.75,45,1,medium,night,0
EQ-CONVEYOR-BELT-030,conveyor_belt,1957.3,63.3,3.74,98.92,138.29,74.88,120,2,medium,day,0
EQ-CONVEYOR-BELT-040,conveyor_belt,2148.1,65.48,4.4,108.45,229.09,70.12,74,1,high,night,0
EQ-EXCAVATOR-015,excavator,6524.0,72.36,5.5,203.61,465.56,75.59,48,0,medium,day,0
EQ-CRUSHER-014,crusher,5157.6,92.89,6.34,135.45,570.03,90.78,61,1,high,night,1
EQ-HAUL-TRUCK-143,haul_truck,3007.1,65.47,4.37,177.55,424.07,95.43,26,3,low,day,0
EQ-HAUL-TRUCK-094,haul_truck,3255.7,100.7,7.09,159.47,481.77,80.16,26,2,low,day,0
EQ-CRUSHER-056,crusher,1174.7,101.06,6.29,183.55,511.79,88.74,31,2,high,day,1
EQ-DRILL-RIG-142,drill_rig,4123.9,76.04,5.21,178.31,414.35,71.75,65,3,medium,night,1
EQ-CONVEYOR-BELT-094,conveyor_belt,3267.8,63.11,5.84,45.36,211.16,70.89,95,1,medium,day,0
EQ-CRUSHER-127,crusher,3240.9,84.17,7.27,210.71,610.04,91.85,18,0,medium,day,0
EQ-CRUSHER-024,crusher,4819.0,87.29,9.44,207.82,484.6,83.67,35,2,medium,day,0
EQ-DRILL-RIG-128,drill_rig,9918.7,90.11,3.6,221.29,422.95,72.39,49,2,medium,night,0
EQ-DRILL-RIG-016,drill_rig,4414.1,76.83,7.87,216.16,426.48,70.34,16,3,medium,day,1
EQ-CONVEYOR-BELT-009,conveyor_belt,5468.5,53.87,3.33,93.5,219.22,57.21,78,1,low,day,0
EQ-DRILL-RIG-006,drill_rig,2910.8,77.27,5.1,224.45,440.64,93.54,76,1,low,night,0
EQ-BALL-MILL-015,ball_mill,4589.3,89.3,6.13,134.03,501.67,84.52,16,1,medium,day,0
EQ-CONVEYOR-BELT-116,conveyor_belt,5658.3,65.5,1.39,83.46,277.31,75.51,82,1,medium,day,0
EQ-BALL-MILL-115,ball_mill,4064.3,91.72,7.94,139.91,549.04,80.24,40,1,high,day,1
EQ-HAUL-TRUCK-084,haul_truck,5540.5,83.13,4.28,132.95,466.83,98.55,31,0,medium,night,0
EQ-DRILL-RIG-033,drill_rig,3635.3,64.16,5.85,227.68,304.13,65.95,24,1,medium,day,0
EQ-HAUL-TRUCK-120,haul_truck,3072.9,92.91,7.45,162.52,325.32,59.77,55,1,medium,day,0
EQ-EXCAVATOR-098,excavator,6640.8,76.57,5.8,221.01,292.28,79.1,13,1,medium,night,0
EQ-EXCAVATOR-075,excavator,4951.0,72.05,4.7,192.62,410.6,70.95,72,1,medium,night,0
EQ-HAUL-TRUCK-077,haul_truck,3884.4,78.42,3.95,190.01,429.25,69.18,18,2,low,day,0
EQ-CONVEYOR-BELT-001,conveyor_belt,5966.3,64.93,0.22,87.17,231.52,53.84,25,2,low,day,0
EQ-EXCAVATOR-056,excavator,2682.4,74.48,5.89,203.28,339.41,77.91,14,1,medium,day,0
EQ-HAUL-TRUCK-015,haul_truck,2788.1,85.57,3.33,214.52,432.05,84.45,54,2,low,night,1
EQ-HAUL-TRUCK-048,haul_truck,2583.1,81.3,6.96,118.65,273.36,64.25,13,0,medium,night,0
EQ-HAUL-TRUCK-045,haul_truck,5702.9,87.59,7.64,185.13,333.91,60.8,64,3,medium,night,0
EQ-BALL-MILL-010,ball_mill,3696.3,95.69,7.08,185.95,639.66,77.73,7,1,medium,day,0
EQ-BALL-MILL-097,ball_mill,7854.4,83.21,6.81,175.87,572.91,85.79,38,2,medium,day,1
EQ-EXCAVATOR-075,excavator,3337.8,76.86,6.07,249.3,413.19,86.25,26,0,high,day,0
EQ-CONVEYOR-BELT-008,conveyor_belt,559.4,68.34,0.95,73.29,115.08,73.43,24,2,medium,day,0
EQ-HAUL-TRUCK-055,haul_truck,1403.7,87.61,5.24,177.89,540.12,81.86,33,1,medium,day,0
EQ-EXCAVATOR-135,excavator,2526.9,76.91,5.98,191.87,302.75,56.57,8,1,medium,night,0
EQ-CONVEYOR-BELT-007,conveyor_belt,1881.0,63.47,2.51,94.34,183.87,74.06,31,1,medium,day,0
EQ-EXCAVATOR-135,excavator,2923.5,82.06,4.95,191.06,348.12,88.2,46,1,medium,night,0
EQ-EXCAVATOR-054,excavator,6119.7,82.77,10.2,227.12,242.77,78.47,41,1,medium,day,1
EQ-HAUL-TRUCK-127,haul_truck,815.6,90.7,5.58,143.36,453.58,89.64,38,1,medium,day,0
EQ-HAUL-TRUCK-141,haul_truck,9564.2,80.87,2.91,172.99,449.05,67.71,51,0,medium,night,0
EQ-HAUL-TRUCK-076,haul_truck,1664.8,85.83,4.24,174.86,308.2,67.75,36,2,medium,night,0
EQ-EXCAVATOR-003,excavator,6259.3,61.25,4.8,214.02,364.82,62.72,52,0,medium,night,0
EQ-CRUSHER-140,crusher,6619.0,90.61,7.47,148.08,546.05,86.7,78,0,low,night,0
EQ-CRUSHER-046,crusher,3829.4,94.58,7.85,194.67,538.85,90.55,41,4,medium,night,1
EQ-EXCAVATOR-051,excavator,5312.4,63.51,5.11,225.34,419.54,70.29,30,1,medium,night,0
EQ-CRUSHER-069,crusher,4472.9,97.18,7.58,189.82,567.08,72.21,46,3,medium,night,1
EQ-HAUL-TRUCK-053,haul_truck,1193.4,81.04,3.75,144.14,454.53,89.63,45,1,medium,night,0
EQ-CRUSHER-144,crusher,8060.1,83.62,7.93,186.85,609.69,77.05,74,1,low,night,1
EQ-CONVEYOR-BELT-016,conveyor_belt,3360.6,66.16,4.63,118.39,94.96,60.3,19,1,low,day,0
EQ-DRILL-RIG-047,drill_rig,2404.8,69.57,6.39,207.19,418.37,77.04,62,0,low,day,0
EQ-BALL-MILL-060,ball_mill,7160.6,84.63,6.64,165.85,510.09,84.77,9,1,high,day,0
EQ-CRUSHER-129,crusher,3820.8,89.15,9.36,157.42,481.9,70.88,14,1,medium,night,1
EQ-BALL-MILL-113,ball_mill,3692.7,90.31,6.07,185.34,626.9,101.96,24,0,medium,night,0
EQ-BALL-MILL-080,ball_mill,5689.2,94.23,9.01,188.49,639.84,88.42,13,1,medium,day,1
EQ-HAUL-TRUCK-149,haul_truck,3404.3,72.55,7.55,108.38,341.02,74.33,92,0,low,day,0
EQ-CRUSHER-091,crusher,3837.8,95.97,9.11,170.26,486.54,89.49,20,1,medium,day,0
EQ-EXCAVATOR-057,excavator,7673.6,90.09,5.88,174.91,337.97,56.76,46,2,high,night,0
EQ-DRILL-RIG-120,drill_rig,3767.7,81.63,6.29,195.43,323.82,98.45,24,1,high,night,0
EQ-CONVEYOR-BELT-075,conveyor_belt,4297.3,75.1,1.95,88.42,258.02,81.52,10,1,high,day,0
EQ-BALL-MILL-017,ball_mill,5667.5,97.78,5.75,174.43,591.86,73.76,16,0,medium,day,0
EQ-HAUL-TRUCK-024,haul_truck,3001.6,83.06,4.43,155.67,480.18,61.17,17,0,low,night,0
EQ-CRUSHER-143,crusher,1979.6,94.32,6.98,164.25,541.42,79.06,29,3,low,night,0
EQ-EXCAVATOR-006,excavator,4155.0,81.95,5.19,200.05,335.06,83.27,37,2,medium,night,0
EQ-CONVEYOR-BELT-038,conveyor_belt,5755.3,64.36,2.69,98.95,194.56,64.18,19,2,medium,night,0
EQ-CRUSHER-035,crusher,4992.8,86.5,6.78,202.61,465.44,84.04,19,3,low,night,1
EQ-CONVEYOR-BELT-011,conveyor_belt,4644.3,49.8,3.06,88.73,214.49,80.35,36,1,low,night,0
EQ-HAUL-TRUCK-010,haul_truck,3254.4,84.87,6.29,146.02,485.28,77.64,61,1,low,night,0
EQ-BALL-MILL-136,ball_mill,5742.6,91.83,6.05,198.43,518.08,75.09,25,1,medium,night,1
EQ-EXCAVATOR-116,excavator,3505.6,72.96,7.18,166.54,274.93,69.36,70,0,high,night,0
EQ-CRUSHER-095,crusher,2537.5,87.34,6.85,171.78,488.05,86.45,57,0,medium,night,1
EQ-EXCAVATOR-076,excavator,4555.8,80.48,6.3,207.78,444.86,76.45,28,2,medium,day,0
EQ-EXCAVATOR-080,excavator,4373.8,74.93,4.13,181.94,408.47,87.36,40,2,medium,day,0
EQ-EXCAVATOR-136,excavator,5049.6,80.56,8.0,267.12,303.71,74.85,37,5,medium,night,0
EQ-EXCAVATOR-040,excavator,4283.5,73.94,5.15,230.29,314.81,66.06,21,2,low,night,0
EQ-CRUSHER-134,crusher,6740.1,93.71,7.44,201.77,584.93,97.3,9,1,low,night,1
EQ-DRILL-RIG-040,drill_rig,6840.2,78.12,7.79,228.18,381.44,66.78,83,0,low,day,0
EQ-DRILL-RIG-057,drill_rig,4640.7,92.95,9.95,233.3,471.34,84.7,17,1,medium,day,0
EQ-CONVEYOR-BELT-017,conveyor_belt,4752.8,59.54,3.29,100.35,274.97,87.84,38,4,low,day,0
EQ-CONVEYOR-BELT-036,conveyor_belt,5412.1,54.95,5.43,97.87,169.66,70.47,3,1,medium,night,0
EQ-CONVEYOR-BELT-012,conveyor_belt,6942.8,60.78,3.28,131.03,121.63,48.09,85,0,low,day,0
EQ-CRUSHER-063,crusher,3669.1,95.39,5.62,167.04,537.2,81.21,31,2,high,night,1
EQ-HAUL-TRUCK-102,haul_truck,2660.1,85.64,4.54,168.52,323.03,73.11,10,8,medium,night,0
EQ-HAUL-TRUCK-091,haul_truck,1977.3,95.66,4.38,170.86,480.83,81.63,10,1,medium,night,0
EQ-CRUSHER-036,crusher,2745.5,105.37,7.84,153.12,677.08,101.8,81,0,medium,night,1
EQ-HAUL-TRUCK-037,haul_truck,7167.0,82.89,5.21,161.46,451.24,83.84,20,4,low,night,1
EQ-HAUL-TRUCK-142,haul_truck,1534.9,84.67,7.41,163.76,460.25,74.18,40,2,high,day,0
EQ-CONVEYOR-BELT-112,conveyor_belt,4745.7,66.61,3.48,76.48,131.64,69.81,46,0,high,day,0
EQ-BALL-MILL-070,ball_mill,5175.0,77.34,5.03,147.11,573.2,80.91,7,0,high,day,1
EQ-HAUL-TRUCK-009,haul_truck,1682.2,95.15,6.13,175.07,456.92,77.47,101,2,high,day,0
EQ-CONVEYOR-BELT-087,conveyor_belt,2265.6,66.97,4.88,63.39,261.28,94.86,10,1,high,night,0
EQ-CRUSHER-025,crusher,2591.3,92.6,9.82,222.17,574.58,89.84,39,2,low,day,0
EQ-HAUL-TRUCK-117,haul_truck,5353.9,84.71,4.96,137.66,391.8,68.64,8,1,high,day,0
EQ-DRILL-RIG-050,drill_rig,1741.0,69.75,5.6,195.41,333.71,79.38,16,2,medium,day,0
EQ-CONVEYOR-BELT-069,conveyor_belt,3017.6,62.31,0.64,74.54,150.21,73.18,22,3,low,night,0
EQ-BALL-MILL-123,ball_mill,5330.6,86.42,7.68,184.47,652.01,77.91,22,1,medium,night,0
EQ-CONVEYOR-BELT-069,conveyor_belt,3322.2,61.41,3.6,74.04,273.25,76.62,30,2,medium,day,0
EQ-CONVEYOR-BELT-004,conveyor_belt,4740.1,73.71,2.05,77.03,192.08,66.57,52,0,high,day,0
EQ-EXCAVATOR-106,excavator,5970.6,72.89,5.29,187.3,386.46,87.86,103,0,medium,day,0
EQ-CONVEYOR-BELT-001,conveyor_belt,7189.7,60.78,2.08,87.41,82.82,57.6,8,0,medium,night,0
EQ-CONVEYOR-BELT-071,conveyor_belt,4524.3,57.42,3.38,112.37,223.17,93.91,72,1,medium,night,0
EQ-HAUL-TRUCK-041,haul_truck,3570.1,89.37,1.67,154.01,451.49,63.88,38,4,medium,day,0
EQ-HAUL-TRUCK-003,haul_truck,4489.4,88.72,6.34,129.91,428.98,98.07,52,2,high,day,0
EQ-EXCAVATOR-015,excavator,3216.3,88.5,6.22,192.03,432.55,87.52,13,0,medium,day,0
EQ-CONVEYOR-BELT-075,conveyor_belt,2952.0,69.48,1.62,81.15,187.1,60.99,33,0,high,day,0
EQ-CRUSHER-116,crusher,5281.6,84.33,6.95,204.51,489.54,78.46,47,0,high,day,0
EQ-EXCAVATOR-073,excavator,3772.3,80.42,5.47,236.59,405.68,75.1,23,1,medium,night,0
EQ-DRILL-RIG-043,drill_rig,4620.5,98.13,5.15,233.89,317.5,59.53,33,2,low,day,0
EQ-CONVEYOR-BELT-021,conveyor_belt,2929.8,72.25,4.48,65.32,145.65,55.77,16,1,low,day,0
EQ-HAUL-TRUCK-027,haul_truck,3533.3,89.5,6.98,147.96,470.96,79.3,29,3,medium,night,1
EQ-DRILL-RIG-006,drill_rig,2457.4,82.28,8.56,234.85,494.6,77.52,63,0,medium,day,0
EQ-EXCAVATOR-098,excavator,2351.6,69.09,5.1,217.6,308.59,84.6,37,2,low,day,0
EQ-CRUSHER-065,crusher,3405.0,90.25,9.51,178.68,554.23,72.39,13,1,medium,day,1
EQ-HAUL-TRUCK-093,haul_truck,4245.3,91.78,5.23,170.75,509.51,92.49,19,1,high,night,0
EQ-CRUSHER-130,crusher,2877.1,78.53,7.05,138.11,492.08,77.2,39,3,low,day,1
EQ-EXCAVATOR-136,excavator,4140.5,63.1,7.26,219.83,307.44,63.85,58,1,low,day,0
EQ-CONVEYOR-BELT-083,conveyor_belt,3014.0,62.91,1.88,85.05,169.98,56.25,25,5,low,night,0
EQ-CONVEYOR-BELT-075,conveyor_belt,4983.8,65.47,3.65,90.51,198.6,74.99,57,1,medium,night,0
EQ-BALL-MILL-067,ball_mill,3063.2,88.66,5.53,171.99,619.98,82.54,61,0,high,day,0
EQ-HAUL-TRUCK-064,haul_truck,6832.1,85.35,5.98,168.05,446.01,81.03,20,2,low,night,0
EQ-CONVEYOR-BELT-064,conveyor_belt,3383.8,62.65,1.25,137.55,291.93,81.36,16,0,high,night,0
EQ-CRUSHER-106,crusher,1594.0,95.55,10.67,175.45,524.23,94.05,37,1,medium,night,1
EQ-CRUSHER-105,crusher,3392.2,89.1,7.12,147.32,479.07,79.74,56,2,high,day,0
EQ-DRILL-RIG-070,drill_rig,5723.2,88.0,4.88,217.37,338.47,73.81,47,0,low,day,0
EQ-CRUSHER-016,crusher,1455.8,102.84,8.22,173.06,486.44,100.18,50,0,medium,day,0
EQ-CONVEYOR-BELT-053,conveyor_belt,2583.7,79.65,3.29,64.91,175.27,81.05,93,0,high,day,0
EQ-EXCAVATOR-108,excavator,3033.1,67.05,4.83,221.33,395.15,75.5,37,2,medium,day,1
EQ-HAUL-TRUCK-136,haul_truck,4477.3,90.43,3.59,159.02,475.68,80.95,19,0,low,night,0
EQ-DRILL-RIG-003,drill_rig,5147.0,70.27,5.64,214.73,372.14,84.87,20,1,low,day,0
EQ-CRUSHER-019,crusher,1135.3,90.6,8.55,130.91,499.0,81.99,10,0,low,night,1
EQ-EXCAVATOR-107,excavator,2231.9,72.75,8.0,190.79,372.0,93.16,19,2,medium,day,1
EQ-CRUSHER-146,crusher,3009.9,93.14,5.67,177.22,490.66,66.4,18,1,high,day,0
EQ-CONVEYOR-BELT-017,conveyor_belt,3393.2,67.51,1.12,118.22,235.75,69.3,4,1,medium,night,0
EQ-EXCAVATOR-131,excavator,3182.8,80.94,5.68,196.26,387.68,74.15,44,5,high,night,1
EQ-HAUL-TRUCK-143,haul_truck,1826.0,91.36,4.0,163.72,443.22,76.32,47,2,high,night,0
EQ-BALL-MILL-122,ball_mill,3748.9,85.0,5.04,133.7,595.3,91.15,17,2,high,night,0
EQ-HAUL-TRUCK-148,haul_truck,4126.7,93.7,2.05,162.74,422.84,59.98,87,1,medium,day,0
EQ-EXCAVATOR-022,excavator,2782.2,78.83,2.17,183.45,292.87,55.72,29,1,medium,day,0
EQ-CRUSHER-052,crusher,3473.2,105.72,9.4,181.04,596.24,84.77,49,3,medium,day,1
EQ-DRILL-RIG-137,drill_rig,5718.2,83.06,6.69,258.11,515.04,94.22,33,1,low,night,0
EQ-EXCAVATOR-036,excavator,2487.3,86.46,5.66,207.22,273.9,65.34,14,1,low,day,0
EQ-EXCAVATOR-020,excavator,9257.0,84.32,3.89,216.48,379.36,85.55,17,3,medium,day,0
EQ-HAUL-TRUCK-060,haul_truck,4539.0,102.31,4.05,184.93,498.95,87.37,9,0,medium,night,0
EQ-DRILL-RIG-128,drill_rig,3310.0,78.33,6.74,181.17,505.68,78.4,92,3,high,night,1
EQ-CONVEYOR-BELT-063,conveyor_belt,3787.3,58.42,1.69,62.45,228.38,69.28,43,1,low,day,0
EQ-HAUL-TRUCK-024,haul_truck,8952.8,87.05,4.72,154.77,416.75,77.69,70,2,high,day,1
EQ-CRUSHER-080,crusher,6169.8,98.55,7.61,208.06,503.04,74.91,37,1,medium,night,0
EQ-BALL-MILL-062,ball_mill,2456.6,94.99,5.8,147.0,626.61,84.9,53,0,high,day,1
EQ-BALL-MILL-105,ball_mill,4304.4,90.82,7.52,162.9,643.92,62.62,57,0,high,day,1
EQ-CONVEYOR-BELT-134,conveyor_belt,6427.7,63.06,3.9,95.15,218.12,81.74,70,0,medium,night,0
EQ-EXCAVATOR-065,excavator,2175.4,69.94,4.22,202.7,339.43,75.91,12,1,medium,day,0
EQ-CONVEYOR-BELT-081,conveyor_belt,6179.5,61.64,2.92,97.09,215.97,79.52,46,0,low,day,0
EQ-CRUSHER-039,crusher,4666.2,86.1,7.93,214.05,614.78,110.0,18,3,medium,day,1
EQ-BALL-MILL-086,ball_mill,2624.8,87.24,7.62,181.15,568.5,72.23,16,1,high,day,0
EQ-HAUL-TRUCK-042,haul_truck,6269.2,76.64,5.96,182.03,472.33,62.04,16,2,low,day,0
EQ-EXCAVATOR-105,excavator,7508.2,90.31,7.92,217.35,437.95,74.25,17,2,medium,night,1
EQ-CRUSHER-007,crusher,3075.7,75.88,6.56,173.68,599.48,81.43,24,2,low,day,0
EQ-CONVEYOR-BELT-086,conveyor_belt,2281.9,62.09,2.26,156.78,212.45,68.07,60,2,low,day,0
EQ-CONVEYOR-BELT-125,conveyor_belt,2756.0,53.64,2.61,99.32,66.8,42.04,15,0,medium,day,0
EQ-CONVEYOR-BELT-112,conveyor_belt,5983.3,50.86,1.53,114.8,186.81,56.97,24,2,medium,day,0
EQ-CONVEYOR-BELT-074,conveyor_belt,3807.3,59.56,2.25,111.74,175.37,49.23,35,0,low,day,0
EQ-CONVEYOR-BELT-060,conveyor_belt,3490.2,58.6,1.8,97.93,114.76,78.75,28,1,high,day,0
EQ-EXCAVATOR-148,excavator,3098.1,81.33,5.22,214.45,313.83,63.06,21,3,low,night,0
EQ-DRILL-RIG-083,drill_rig,2039.4,87.49,5.67,268.78,401.94,64.69,4,0,medium,night,0
EQ-CRUSHER-030,crusher,5444.8,85.11,7.9,218.42,556.15,81.74,11,0,medium,day,0
EQ-EXCAVATOR-020,excavator,6717.0,80.22,5.03,227.79,354.03,74.51,107,5,medium,night,0
EQ-DRILL-RIG-014,drill_rig,2055.8,80.48,7.28,271.81,381.9,80.88,37,2,medium,day,0
EQ-CONVEYOR-BELT-086,conveyor_belt,2672.0,70.09,2.23,49.47,251.01,86.87,23,2,medium,night,0
EQ-EXCAVATOR-029,excavator,3226.3,75.48,5.97,179.13,395.89,56.79,81,0,medium,night,1
EQ-HAUL-TRUCK-027,haul_truck,6740.0,83.58,5.03,204.33,425.93,65.17,46,0,medium,day,0
EQ-HAUL-TRUCK-009,haul_truck,5447.0,82.63,7.73,202.98,485.8,80.58,32,0,medium,day,0
EQ-DRILL-RIG-064,drill_rig,5631.3,81.75,3.46,202.48,421.41,84.37,13,0,low,day,0
EQ-HAUL-TRUCK-145,haul_truck,1984.7,92.94,6.29,173.61,448.16,90.59,25,0,medium,day,0
EQ-CONVEYOR-BELT-019,conveyor_belt,5243.6,63.12,0.2,94.83,183.02,61.53,36,0,medium,night,0
EQ-CONVEYOR-BELT-039,conveyor_belt,2624.4,65.5,4.11,101.39,190.23,67.87,8,1,medium,night,0
EQ-EXCAVATOR-075,excavator,4997.0,79.84,8.11,214.66,426.48,67.19,89,2,low,night,0
EQ-CRUSHER-145,crusher,1693.8,90.8,7.35,226.57,577.95,87.23,61,0,medium,night,0
EQ-CRUSHER-129,crusher,731.9,99.45,4.99,163.62,539.86,85.71,15,1,high,night,0
EQ-CRUSHER-137,crusher,2472.3,96.04,4.75,210.2,478.51,72.57,19,0,medium,day,0
EQ-DRILL-RIG-068,drill_rig,4712.4,74.94,6.15,222.81,336.21,93.65,27,3,medium,day,0
EQ-BALL-MILL-009,ball_mill,6091.9,95.72,6.11,168.32,619.01,84.34,14,1,medium,day,1
EQ-HAUL-TRUCK-049,haul_truck,2374.6,83.5,4.59,177.36,436.94,66.62,49,2,medium,night,0
EQ-CRUSHER-007,crusher,2073.2,93.45,9.18,190.08,537.6,90.24,13,0,medium,day,1
EQ-EXCAVATOR-062,excavator,3612.7,73.45,4.4,203.46,446.68,81.01,29,0,medium,day,0
EQ-DRILL-RIG-071,drill_rig,3022.7,72.88,7.67,189.38,425.11,60.32,42,0,low,night,0
EQ-EXCAVATOR-002,excavator,3886.8,77.16,5.65,256.76,419.82,79.28,45,0,medium,night,0
EQ-CRUSHER-071,crusher,4736.0,103.11,7.24,156.5,480.9,78.47,43,0,high,day,0
EQ-CONVEYOR-BELT-059,conveyor_belt,6839.2,55.38,0.21,85.61,100.89,59.02,75,1,medium,day,0
EQ-CONVEYOR-BELT-114,conveyor_belt,3334.2,71.49,3.05,126.18,171.1,71.86,49,2,low,day,0
EQ-CONVEYOR-BELT-141,conveyor_belt,5054.8,66.04,4.6,50.31,155.11,75.53,19,0,low,night,0
EQ-CRUSHER-035,crusher,8025.6,84.27,7.87,140.12,545.39,85.02,33,1,low,night,0
EQ-CRUSHER-142,crusher,2397.1,89.92,8.19,229.06,539.04,88.36,4,2,medium,night,1
EQ-EXCAVATOR-080,excavator,1957.4,78.86,7.79,211.93,387.02,87.8,1,1,high,day,1
EQ-DRILL-RIG-106,drill_rig,3770.5,86.61,8.53,261.52,431.18,73.64,66,0,high,night,1
EQ-DRILL-RIG-145,drill_rig,4415.5,69.75,7.43,240.44,477.74,82.91,11,0,low,day,0
EQ-EXCAVATOR-059,excavator,1547.7,71.19,4.15,199.57,399.15,67.83,6,1,medium,night,0
EQ-CRUSHER-092,crusher,2028.5,82.89,8.42,156.84,571.25,85.59,5,2,medium,night,0
EQ-HAUL-TRUCK-138,haul_truck,4395.9,77.97,3.46,190.14,506.4,78.38,15,1,medium,day,0
EQ-HAUL-TRUCK-131,haul_truck,5687.1,94.39,5.35,176.04,491.04,94.46,7,3,high,day,1
EQ-HAUL-TRUCK-108,haul_truck,4301.5,88.01,4.79,171.69,444.39,69.35,18,2,medium,day,0
EQ-CONVEYOR-BELT-102,conveyor_belt,4073.3,53.88,5.77,111.76,137.93,77.96,89,1,low,day,0
EQ-DRILL-RIG-146,drill_rig,4637.2,83.62,5.7,200.51,337.16,91.36,42,2,high,night,0
EQ-HAUL-TRUCK-143,haul_truck,3070.0,103.3,4.25,138.71,438.15,72.67,9,1,high,day,0
EQ-BALL-MILL-069,ball_mill,6639.3,86.99,9.84,158.19,594.62,69.71,33,2,low,night,1
EQ-EXCAVATOR-107,excavator,5425.4,66.36,6.13,213.27,376.39,78.32,16,2,medium,night,0
EQ-BALL-MILL-015,ball_mill,7188.0,90.87,8.78,197.88,572.29,102.45,67,1,medium,night,1
EQ-BALL-MILL-012,ball_mill,803.5,81.11,4.3,160.33,688.62,76.55,29,2,medium,night,0
EQ-DRILL-RIG-077,drill_rig,3226.1,85.45,6.35,215.58,385.31,82.76,10,1,high,day,0
EQ-CRUSHER-028,crusher,5224.3,86.16,6.7,157.72,581.54,81.79,30,0,low,day,0
EQ-HAUL-TRUCK-057,haul_truck,5640.2,89.65,2.91,95.95,280.58,67.3,55,0,low,night,0
EQ-CRUSHER-096,crusher,2935.6,89.62,7.37,212.51,533.81,84.75,30,2,medium,night,0
EQ-CRUSHER-065,crusher,2649.3,92.28,8.4,179.5,553.35,99.15,74,1,low,night,1
EQ-HAUL-TRUCK-112,haul_truck,2702.6,102.59,5.92,134.58,457.34,84.86,9,1,medium,night,0
EQ-DRILL-RIG-020,drill_rig,3208.6,83.89,5.71,275.21,417.99,57.96,50,1,medium,day,0
EQ-HAUL-TRUCK-112,haul_truck,4816.7,81.52,7.48,125.61,391.57,75.86,11,1,high,night,0
