equipment_id,equipment_type,operation_hours,temperature_celsius,vibration_mm_s,pressure_bar,current_amp,load_percentage,maintenance_days_since_last,failure_history_count,environment_dust_level,shift,failure_next_7_days
CON-00851,conveyor_belt,3866.4,69.16,4.13,3.67,283.18,70.85,27,0,medium,day,0
TRU-00852,truck,2585.0,94.12,8.32,5.2,420.87,83.63,60,1,medium,night,1
TRU-00853,truck,5867.1,76.02,5.81,7.14,357.93,73.74,76,2,medium,day,0
CON-00854,conveyor_belt,3543.4,66.77,5.77,4.02,377.17,70.04,31,0,low,night,0
TRU-00855,truck,4650.6,69.06,8.39,4.95,425.6,71.55,35,0,low,day,0
PUM-00856,pump,4563.5,81.32,3.24,9.06,354.3,64.77,24,1,medium,night,0
MIL-00857,mill,8625.4,76.62,7.14,7.76,496.79,86.63,36,1,medium,night,0
PUM-00858,pump,2948.8,68.66,5.21,11.44,259.18,52.44,45,2,high,day,0
TRU-00859,truck,4912.1,67.51,5.06,4.08,417.92,65.11,50,2,low,night,0
TRU-00860,truck,1894.7,71.97,5.78,4.15,407.15,55.81,5,1,medium,day,0
PUM-00861,pump,3838.1,66.6,6.12,8.61,243.67,65.02,65,2,low,day,0
CRU-00862,crusher,4808.0,78.22,9.97,5.24,554.67,85.5,70,2,low,night,1
PUM-00863,pump,3762.3,71.39,8.95,8.67,255.28,65.8,38,0,low,night,0
PUM-00864,pump,3500.5,79.33,4.58,6.44,251.14,80.66,67,2,high,day,1
CON-00865,conveyor_belt,5014.1,61.35,8.02,3.24,186.93,59.87,91,1,medium,night,1
CON-00866,conveyor_belt,1960.0,59.5,4.19,2.66,178.91,67.62,87,3,medium,day,0
MIL-00867,mill,2638.4,82.27,8.13,6.34,450.6,75.84,18,1,medium,night,1
TRU-00868,truck,10224.1,81.76,5.65,6.5,449.73,70.14,50,1,high,day,0
CON-00869,conveyor_belt,5038.4,68.1,3.53,2.76,339.79,80.09,66,0,medium,night,0
CON-00870,conveyor_belt,5513.1,61.37,3.12,4.34,218.0,64.41,44,1,high,night,0
MIL-00871,mill,5229.9,82.92,6.17,7.01,399.48,72.68,27,1,low,night,0
PUM-00872,pump,8581.7,57.29,4.95,7.92,263.8,72.73,20,0,high,night,0
TRU-00873,truck,3010.8,89.79,5.55,3.87,404.41,82.65,21,2,high,night,0
MIL-00874,mill,5118.6,85.25,6.83,6.01,586.53,79.67,62,1,low,day,0
CON-00875,conveyor_belt,1415.7,74.85,5.07,4.42,170.67,53.4,35,0,low,day,0
CON-00876,conveyor_belt,4323.1,69.98,3.41,2.24,256.01,64.41,56,1,low,night,0
CON-00877,conveyor_belt,2692.4,67.81,5.15,4.51,272.14,65.25,117,2,high,day,1
TRU-00878,truck,1549.1,84.05,8.11,4.83,364.73,77.46,73,1,low,night,0
CON-00879,conveyor_belt,7490.0,57.92,3.54,2.72,191.07,65.69,34,1,low,night,0
PUM-00880,pump,5618.2,62.11,5.41,10.49,163.61,56.53,24,1,high,night,0
PUM-00881,pump,6567.6,68.82,6.84,9.95,271.22,71.32,24,3,low,day,0
CON-00882,conveyor_belt,4901.6,63.86,3.28,3.28,304.75,81.73,121,0,medium,day,0
TRU-00883,truck,4938.2,74.48,8.98,5.68,475.52,73.29,47,1,medium,day,0
MIL-00884,mill,4058.1,85.36,5.96,6.71,582.98,93.73,25,2,medium,night,0
MIL-00885,mill,6419.5,84.49,6.09,7.1,459.24,68.24,48,0,medium,night,0
PUM-00886,pump,8586.1,71.38,2.36,9.83,256.35,80.94,76,1,high,day,0
CRU-00887,crusher,3327.4,99.54,8.4,7.05,529.01,85.89,28,1,low,day,0
MIL-00888,mill,6520.3,87.15,4.76,8.56,502.24,76.47,51,0,medium,night,0
TRU-00889,truck,2557.3,84.46,5.77,3.99,419.39,62.91,66,1,low,day,0
TRU-00890,truck,4026.1,89.23,3.08,7.38,441.6,71.39,78,1,medium,night,0
TRU-00891,truck,5991.3,76.03,5.22,8.08,390.9,58.18,36,2,medium,day,0
PUM-00892,pump,4936.4,73.71,7.93,7.53,280.0,76.44,107,0,medium,night,0
TRU-00893,truck,3108.5,60.35,5.62,3.73,527.91,73.08,16,1,medium,night,0
CRU-00894,crusher,4696.6,97.42,9.25,6.44,669.36,100.0,17,1,medium,day,0
TRU-00895,truck,5373.5,74.98,7.48,6.38,411.31,62.4,95,1,high,night,0
TRU-00896,truck,5045.7,86.51,2.77,6.44,564.42,73.97,65,1,medium,day,0
MIL-00897,mill,1441.9,88.87,7.74,7.95,444.88,74.16,84,1,medium,night,1
CON-00898,conveyor_belt,3819.6,67.11,6.43,2.84,261.2,74.11,45,2,medium,day,0
PUM-00899,pump,4149.4,58.51,6.58,8.93,278.66,55.46,15,3,medium,day,0
PUM-00900,pump,5001.6,69.33,2.25,9.26,370.6,80.71,94,2,medium,night,0
PUM-00901,pump,1203.0,66.82,7.18,10.6,333.22,71.78,74,2,low,day,0
MIL-00902,mill,2424.0,65.8,4.86,7.93,498.84,78.79,82,0,medium,day,0
PUM-00903,pump,6850.1,82.62,5.56,10.57,341.36,69.88,31,0,medium,night,1
CON-00904,conveyor_belt,6862.2,43.12,4.38,4.82,344.83,65.21,51,1,low,day,1
TRU-00905,truck,2834.5,70.7,4.44,6.44,372.89,60.09,44,0,medium,day,0
PUM-00906,pump,5435.9,73.9,5.16,9.89,405.65,68.71,80,0,medium,night,0
CON-00907,conveyor_belt,3421.9,74.34,6.05,2.25,269.53,70.7,43,2,high,day,0
MIL-00908,mill,2180.4,87.19,5.1,5.0,546.96,74.37,81,1,low,day,0
PUM-00909,pump,5157.0,67.43,6.97,10.83,294.41,77.49,124,1,medium,night,1
PUM-00910,pump,5010.9,73.45,5.75,9.24,298.25,71.33,44,1,low,night,0
PUM-00911,pump,2199.7,64.48,6.06,10.81,325.32,82.03,34,3,medium,day,0
PUM-00912,pump,3869.2,66.19,5.58,11.19,304.88,64.42,115,1,low,day,0
CON-00913,conveyor_belt,6185.1,53.08,4.62,3.18,173.37,55.99,99,2,high,night,1
PUM-00914,pump,6303.2,76.49,5.56,9.04,262.46,68.32,61,1,high,day,0
CRU-00915,crusher,1678.0,84.87,6.45,8.84,549.21,75.2,211,1,high,night,1
TRU-00916,truck,6056.7,90.46,5.78,5.9,381.46,77.41,88,1,medium,day,0
TRU-00917,truck,3393.1,53.31,5.8,6.68,422.99,61.8,29,1,medium,day,0
MIL-00918,mill,5206.4,80.24,3.48,7.76,526.14,72.57,73,0,medium,day,0
CRU-00919,crusher,5613.2,95.45,10.17,7.24,538.3,82.49,131,1,high,night,1
MIL-00920,mill,4880.9,65.41,7.9,4.76,504.66,78.83,62,1,low,night,0
CON-00921,conveyor_belt,8170.4,66.47,5.01,3.17,204.11,50.34,27,1,low,day,0
PUM-00922,pump,3659.0,75.37,7.51,11.33,329.17,78.44,43,0,medium,night,0
PUM-00923,pump,9780.5,64.14,5.26,11.16,328.5,69.88,117,3,low,day,0
MIL-00924,mill,6354.0,85.09,7.77,6.07,477.59,97.96,50,1,low,day,0
MIL-00925,mill,5290.3,99.47,7.5,6.7,442.59,87.92,95,0,medium,day,1
CON-00926,conveyor_belt,3558.0,70.59,3.54,3.76,242.43,54.06,48,0,high,night,0
MIL-00927,mill,6242.2,88.59,6.1,6.2,600.06,64.48,47,1,low,day,0
CON-00928,conveyor_belt,3708.8,54.13,3.88,2.65,209.62,59.81,92,1,medium,night,0
PUM-00929,pump,5344.7,62.6,4.38,9.86,225.25,69.9,20,2,high,day,0
MIL-00930,mill,3977.7,90.93,7.84,8.39,481.9,73.19,40,1,medium,day,1
CON-00931,conveyor_belt,8160.9,45.53,4.8,3.98,273.04,45.66,45,0,medium,day,0
PUM-00932,pump,5135.6,101.01,6.05,9.81,341.25,81.29,94,3,medium,night,0
MIL-00933,mill,6215.0,103.6,7.9,6.44,446.25,90.08,59,2,low,day,1
PUM-00934,pump,5237.6,65.31,6.72,9.32,361.3,74.52,70,0,high,day,0
CRU-00935,crusher,2765.5,84.63,7.72,7.31,583.67,95.76,85,1,low,night,0
CRU-00936,crusher,6405.9,80.09,9.0,6.32,536.3,79.29,60,1,medium,night,1
CRU-00937,crusher,3179.6,106.41,7.95,8.98,547.34,85.74,76,1,medium,night,1
MIL-00938,mill,2929.0,79.41,8.22,5.68,463.01,76.6,62,0,low,night,0
PUM-00939,pump,2892.5,82.18,6.66,8.7,313.66,47.85,74,0,medium,day,0
CON-00940,conveyor_belt,2401.1,63.12,4.53,2.7,367.5,62.95,36,1,medium,day,0
TRU-00941,truck,3331.0,73.86,6.09,6.75,439.76,58.01,52,1,high,night,0
TRU-00942,truck,8106.9,69.4,7.52,4.0,488.79,57.59,70,4,low,day,0
MIL-00943,mill,5075.9,80.54,7.86,7.95,519.52,73.34,122,1,low,night,0
CRU-00944,crusher,2066.1,81.57,6.8,6.73,555.61,72.47,37,1,medium,day,0
PUM-00945,pump,3479.3,63.78,4.84,10.78,257.33,52.76,6,2,low,night,0
MIL-00946,mill,3227.4,85.29,7.05,6.95,527.34,94.17,42,1,low,day,1
MIL-00947,mill,2268.6,89.85,8.2,7.48,425.8,80.71,143,0,medium,day,1
CON-00948,conveyor_belt,8630.5,79.82,1.26,5.73,325.84,75.21,26,0,medium,day,0
CRU-00949,crusher,3633.4,82.63,7.19,6.87,559.74,77.59,6,0,medium,night,1
TRU-00950,truck,4415.4,74.25,7.44,5.77,389.51,78.41,10,0,low,day,0
MIL-00951,mill,3588.2,74.68,7.79,7.01,505.99,88.32,121,1,medium,day,0
CON-00952,conveyor_belt,7025.1,58.79,4.25,4.02,278.63,71.4,90,1,medium,day,0
CON-00953,conveyor_belt,5740.6,52.77,3.56,3.16,180.61,60.33,29,1,medium,day,0
TRU-00954,truck,8073.1,76.48,6.83,6.17,398.06,72.97,72,2,medium,day,0
PUM-00955,pump,4676.7,76.28,5.57,7.41,366.61,72.38,8,1,low,night,0
MIL-00956,mill,5644.9,78.45,7.1,6.42,504.33,84.55,90,0,low,day,1
PUM-00957,pump,3624.2,62.01,4.99,9.2,379.91,73.25,78,2,high,day,0
TRU-00958,truck,5768.6,76.71,5.84,5.95,494.79,66.87,51,0,medium,day,0
TRU-00959,truck,2660.3,66.13,6.39,7.17,417.44,63.33,61,1,high,day,0
PUM-00960,pump,1139.8,58.63,5.67,9.47,286.3,61.13,106,0,medium,night,0
MIL-00961,mill,3267.4,72.81,7.53,7.86,554.15,91.54,73,2,high,day,0
PUM-00962,pump,3842.5,76.38,5.48,10.85,307.46,84.46,76,1,low,night,0
CRU-00963,crusher,3129.4,78.13,6.85,6.14,545.58,89.16,35,1,high,night,0
MIL-00964,mill,5950.9,98.81,6.51,8.72,543.44,73.36,28,2,low,night,0
TRU-00965,truck,7145.9,86.4,2.75,6.94,446.03,86.9,56,0,medium,night,0
CON-00966,conveyor_belt,3520.7,73.49,5.12,7.21,296.81,77.88,46,1,medium,night,0
TRU-00967,truck,3676.0,77.75,5.9,6.31,505.24,72.42,107,2,low,night,0
CON-00968,conveyor_belt,4421.1,51.5,4.22,5.15,184.57,66.57,36,0,high,night,0
MIL-00969,mill,4055.4,75.68,8.86,8.19,501.42,90.88,59,1,high,night,1
CRU-00970,crusher,5954.4,88.88,9.92,6.76,670.4,93.17,30,2,medium,night,1
CON-00971,conveyor_belt,6906.9,63.28,5.01,6.04,230.34,54.69,88,1,high,day,0
CRU-00972,crusher,1992.4,91.79,5.45,8.44,585.68,90.3,35,3,low,day,0
CRU-00973,crusher,6408.4,95.32,7.84,8.88,599.97,79.68,33,0,high,night,0
PUM-00974,pump,4066.9,75.86,6.05,9.11,294.7,80.02,62,0,low,night,0
TRU-00975,truck,3246.3,80.27,5.27,4.38,348.5,65.08,23,0,low,night,0
MIL-00976,mill,2748.4,84.44,3.63,6.27,476.42,91.56,55,1,high,day,0
PUM-00977,pump,1678.7,66.88,6.36,10.11,325.56,86.78,92,2,low,day,0
TRU-00978,truck,3581.4,87.24,8.96,5.44,441.87,73.29,67,1,medium,night,1
CRU-00979,crusher,8162.2,81.7,9.92,6.67,539.68,71.09,82,2,low,night,0
CRU-00980,crusher,5505.1,99.02,5.94,10.63,406.65,78.91,75,0,high,night,0
TRU-00981,truck,3775.4,89.78,7.28,7.25,518.6,69.46,44,0,high,day,0
CON-00982,conveyor_belt,4432.5,61.58,2.03,3.75,278.89,80.46,39,4,medium,night,0
MIL-00983,mill,2595.2,80.54,7.16,4.14,577.42,84.5,79,0,medium,night,1
PUM-00984,pump,5964.6,60.43,5.03,11.28,352.3,70.08,81,1,low,night,0
CRU-00985,crusher,7070.7,72.28,7.76,10.1,364.66,61.47,28,1,medium,night,0
TRU-00986,truck,2571.9,69.85,4.79,3.67,450.73,68.62,93,2,medium,night,0
CON-00987,conveyor_belt,3755.9,66.36,4.41,5.83,273.52,71.76,61,3,low,night,0
MIL-00988,mill,7412.8,80.11,6.46,6.74,520.64,76.68,72,0,medium,night,1
TRU-00989,truck,5714.2,89.86,2.89,6.58,396.16,76.97,32,2,medium,night,0
MIL-00990,mill,5009.5,88.14,8.0,7.23,432.15,82.62,69,1,high,night,0
TRU-00991,truck,2068.6,75.81,4.11,3.41,397.05,75.46,30,2,low,day,0
PUM-00992,pump,2639.4,84.78,2.8,9.28,242.11,47.36,123,1,medium,night,0
TRU-00993,truck,4313.2,74.75,6.4,7.94,519.24,81.57,49,1,medium,night,0
MIL-00994,mill,3928.4,81.35,5.66,7.43,556.65,89.6,62,0,high,day,0
PUM-00995,pump,2118.3,70.17,7.29,8.74,367.55,82.42,14,1,medium,night,0
PUM-00996,pump,5793.6,64.44,7.31,8.4,333.27,69.2,121,2,medium,day,0
CON-00997,conveyor_belt,4004.5,59.43,5.26,3.03,230.59,48.71,91,0,low,day,0
CRU-00998,crusher,1584.2,94.19,5.71,7.7,579.8,88.13,37,1,medium,day,0
CRU-00999,crusher,7663.3,80.75,6.85,6.49,612.9,88.92,18,1,high,night,0
PUM-01000,pump,3614.5,68.61,7.84,9.47,377.52,66.98,62,1,medium,day,0
PUM-01001,pump,2756.2,75.05,4.42,9.03,318.76,62.0,17,1,low,night,0
TRU-01002,truck,9333.8,72.47,6.86,6.78,547.41,67.97,40,1,high,day,0
PUM-01003,pump,6302.8,92.31,6.5,9.06,207.26,70.13,42,0,high,day,0
MIL-01004,mill,4398.6,92.33,9.09,6.04,587.39,83.61,40,2,medium,day,0
CON-01005,conveyor_belt,6958.4,68.93,5.44,6.19,174.65,54.86,48,0,high,night,0
PUM-01006,pump,5776.5,66.23,1.84,8.95,409.39,56.31,84,0,medium,night,0
TRU-01007,truck,7317.9,95.62,4.86,6.84,538.17,59.55,8,0,low,day,0
TRU-01008,truck,2623.4,81.02,6.93,6.01,366.93,66.88,69,0,medium,day,0
TRU-01009,truck,3901.2,78.63,3.52,6.57,396.95,65.11,62,0,high,day,0
PUM-01010,pump,7996.8,78.3,5.18,9.3,361.33,81.57,116,1,medium,night,1
CON-01011,conveyor_belt,4705.0,68.31,4.3,4.61,219.94,55.93,142,0,low,night,0
MIL-01012,mill,3632.6,89.25,11.05,6.57,462.97,67.62,62,4,high,day,1
CON-01013,conveyor_belt,4831.2,67.48,6.32,4.5,223.4,71.62,14,2,high,night,0
PUM-01014,pump,1883.4,67.32,5.36,9.71,281.11,59.64,54,0,medium,day,0
PUM-01015,pump,1570.2,60.16,5.57,10.88,260.16,66.35,57,1,medium,night,0
PUM-01016,pump,2858.9,78.71,3.23,9.52,212.71,59.16,12,0,medium,day,0
CON-01017,conveyor_belt,6058.8,65.01,3.97,3.02,205.05,70.03,39,0,high,night,0
CON-01018,conveyor_belt,8329.0,65.94,3.55,3.68,320.85,90.62,12,1,medium,day,0
MIL-01019,mill,2652.7,75.63,10.14,7.35,385.57,74.56,47,1,low,day,0
TRU-01020,truck,13366.2,69.01,8.11,6.62,550.86,87.75,84,1,low,day,1
MIL-01021,mill,5003.3,78.78,7.79,5.56,534.9,81.68,34,2,low,day,1
CON-01022,conveyor_belt,4127.4,61.26,3.63,6.83,257.58,72.74,175,1,low,night,0
CRU-01023,crusher,1751.8,87.14,8.25,7.85,504.78,64.67,49,1,low,night,0
TRU-01024,truck,5659.3,77.43,7.06,4.82,352.47,71.58,43,1,medium,day,0
CON-01025,conveyor_belt,3779.2,47.68,7.92,5.15,228.61,57.78,6,2,low,day,0
CRU-01026,crusher,7453.8,77.16,7.57,6.58,496.51,83.15,34,1,medium,day,0
MIL-01027,mill,1247.4,97.89,7.36,8.15,478.79,80.71,110,1,medium,night,1
CON-01028,conveyor_belt,3559.1,66.6,6.76,4.19,238.1,74.16,39,1,low,night,0
PUM-01029,pump,2710.0,80.07,3.7,8.64,289.73,91.85,59,1,medium,day,0
CON-01030,conveyor_belt,5513.1,65.33,4.53,4.13,323.13,81.7,70,1,medium,day,0
TRU-01031,truck,3577.5,76.21,6.86,7.71,542.34,85.14,41,2,high,day,1
MIL-01032,mill,5148.8,86.06,9.38,6.25,430.28,86.72,32,1,medium,day,1
MIL-01033,mill,3691.6,88.14,6.83,6.76,504.64,77.11,61,4,low,night,1
MIL-01034,mill,9376.0,80.25,6.3,5.25,462.0,74.27,72,0,high,day,0
MIL-01035,mill,8355.7,78.96,5.73,6.31,478.41,76.85,48,1,low,night,0
MIL-01036,mill,6289.1,94.93,8.03,6.38,435.77,71.96,31,4,low,day,0
PUM-01037,pump,6057.5,72.76,4.33,10.65,372.45,83.82,48,0,medium,night,0
CON-01038,conveyor_belt,7328.9,66.15,5.38,5.84,185.84,68.52,130,0,high,day,0
CON-01039,conveyor_belt,7871.4,76.41,3.1,4.56,261.52,57.21,88,1,medium,day,0
CON-01040,conveyor_belt,5097.0,68.32,4.61,4.51,341.06,55.29,33,0,low,day,0
CON-01041,conveyor_belt,2983.8,54.06,4.8,2.67,362.92,70.98,42,1,high,night,0
CRU-01042,crusher,4913.0,85.28,7.43,5.5,528.69,77.86,61,0,medium,day,0
MIL-01043,mill,1279.0,79.52,6.85,7.62,555.46,80.59,64,0,medium,day,1
PUM-01044,pump,4385.5,61.84,6.27,12.19,276.96,70.56,47,0,medium,night,0
CRU-01045,crusher,6023.5,83.66,9.06,6.76,402.53,70.63,91,1,high,night,0
CON-01046,conveyor_belt,5756.0,57.46,3.3,3.52,255.8,58.19,81,2,low,day,0
MIL-01047,mill,3226.4,91.56,5.26,6.25,450.86,79.27,51,1,high,day,0
PUM-01048,pump,4692.1,65.59,4.32,7.9,381.03,53.35,30,0,medium,night,0
CRU-01049,crusher,2155.8,77.82,8.02,6.5,493.0,93.04,9,0,medium,day,0
MIL-01050,mill,4722.6,87.11,8.21,8.79,515.86,80.42,57,2,medium,night,0
CON-01051,conveyor_belt,5107.8,69.64,4.48,4.27,274.32,70.93,27,1,low,night,0
TRU-01052,truck,5366.5,74.01,7.38,6.29,404.99,69.07,16,0,low,day,0
PUM-01053,pump,4284.4,61.43,3.59,8.65,259.22,63.36,40,1,high,day,0
CRU-01054,crusher,2405.0,74.59,9.53,7.09,559.34,82.73,55,4,medium,night,0
MIL-01055,mill,9347.3,79.86,8.27,5.85,579.05,85.03,63,0,low,night,1
TRU-01056,truck,2665.8,75.73,6.57,6.12,538.25,80.86,34,0,low,day,0
CRU-01057,crusher,6867.7,87.24,7.67,7.11,559.61,77.32,18,0,high,day,0
CON-01058,conveyor_belt,2457.2,68.02,2.98,2.73,238.78,67.06,43,1,low,day,0
TRU-01059,truck,5366.9,79.33,6.92,6.45,400.99,62.0,51,1,high,day,0
CON-01060,conveyor_belt,2601.5,66.75,4.97,3.66,241.04,47.38,63,1,medium,night,0
TRU-01061,truck,5715.1,71.11,7.66,8.49,421.22,70.55,48,3,low,day,0
CON-01062,conveyor_belt,5295.1,68.73,5.16,4.33,290.06,87.26,25,3,low,day,0
PUM-01063,pump,6165.9,56.9,5.34,9.17,308.53,65.98,19,2,low,night,0
MIL-01064,mill,5491.2,84.25,5.04,6.65,396.06,56.79,45,1,medium,night,0
MIL-01065,mill,3573.9,83.96,5.51,7.29,394.84,69.54,23,0,low,night,0
CRU-01066,crusher,5639.7,85.8,9.69,7.96,569.53,95.79,69,3,low,night,1
TRU-01067,truck,4349.3,70.94,3.91,6.52,317.34,83.74,33,0,high,night,0
PUM-01068,pump,2623.0,74.89,7.21,9.71,259.3,58.23,61,1,medium,night,0
CON-01069,conveyor_belt,6425.8,66.07,5.56,3.25,258.25,68.18,51,1,low,night,0
MIL-01070,mill,3019.4,82.24,8.25,5.49,604.04,67.72,25,0,medium,day,0
MIL-01071,mill,3322.7,81.89,9.68,7.21,451.1,67.58,37,1,low,night,0
MIL-01072,mill,2629.2,83.42,7.51,6.33,502.02,77.92,65,1,medium,night,1
MIL-01073,mill,2541.2,82.7,8.12,8.84,452.69,61.94,39,3,low,night,1
CRU-01074,crusher,3528.3,99.36,8.82,7.12,604.61,94.1,66,0,medium,night,1
CRU-01075,crusher,9055.3,93.51,5.84,5.93,584.52,70.84,71,2,medium,night,0
PUM-01076,pump,5581.4,75.15,8.4,7.83,285.64,60.64,58,1,low,day,0
PUM-01077,pump,2339.9,81.47,5.34,9.55,369.69,79.2,61,1,medium,night,0
PUM-01078,pump,4374.6,72.24,4.54,9.57,198.74,73.98,22,0,medium,day,0
PUM-01079,pump,9817.3,71.56,7.76,10.03,315.16,78.53,36,1,low,day,0
TRU-01080,truck,3490.0,71.54,5.25,5.89,422.93,69.27,81,1,medium,night,0
TRU-01081,truck,5647.2,84.68,7.32,3.77,364.55,60.04,5,0,low,night,0
TRU-01082,truck,4624.9,79.25,7.35,7.03,371.69,60.15,41,1,medium,night,0
CON-01083,conveyor_belt,5534.9,56.72,8.19,5.02,191.61,60.53,112,0,high,night,1
PUM-01084,pump,2126.6,84.38,5.26,11.31,378.28,76.45,35,1,low,night,0
CON-01085,conveyor_belt,4026.8,65.11,6.07,2.62,269.21,78.51,65,1,low,day,1
MIL-01086,mill,4347.8,81.82,6.37,5.77,548.89,75.8,45,1,high,night,0
TRU-01087,truck,2830.1,84.88,6.22,6.25,403.27,76.89,21,0,medium,night,0
CON-01088,conveyor_belt,6419.7,56.59,4.34,3.13,229.11,88.05,51,1,low,day,0
CON-01089,conveyor_belt,2732.0,86.09,5.89,3.41,241.22,71.22,41,1,high,night,1
MIL-01090,mill,2762.8,84.17,6.87,9.14,515.95,70.42,45,1,medium,night,0
PUM-01091,pump,7176.7,71.54,7.1,10.37,416.44,90.33,46,0,high,day,0
PUM-01092,pump,3017.5,73.15,6.56,9.2,309.65,72.95,35,1,medium,night,0
MIL-01093,mill,4264.4,80.23,7.51,4.5,490.45,70.59,45,0,low,day,0
CRU-01094,crusher,2640.7,93.62,9.19,7.94,604.08,98.98,77,0,medium,night,1
PUM-01095,pump,1469.2,77.73,5.08,8.76,377.7,66.22,80,1,low,day,0
CON-01096,conveyor_belt,5847.2,61.33,4.18,3.97,301.8,55.34,25,1,low,day,0
CRU-01097,crusher,12515.6,88.4,5.26,7.33,505.58,70.01,77,1,high,day,0
CON-01098,conveyor_belt,2088.9,56.95,7.78,4.01,217.03,66.55,13,2,medium,night,0
CRU-01099,crusher,4955.4,94.15,8.53,6.99,547.94,89.49,34,0,low,night,1
TRU-01100,truck,3004.6,84.6,4.14,3.49,435.57,65.13,89,0,medium,night,0
TRU-01101,truck,4467.4,74.36,6.93,5.52,515.69,71.69,26,0,low,day,1
CON-01102,conveyor_belt,6933.8,51.45,6.45,2.63,346.95,73.05,55,5,high,day,0
CRU-01103,crusher,2746.6,77.85,6.42,7.29,621.18,67.88,47,4,low,day,0
MIL-01104,mill,5967.0,76.12,6.71,6.91,430.4,80.52,39,0,medium,day,0
TRU-01105,truck,3710.3,74.32,6.99,3.9,410.75,70.39,52,1,medium,night,0
CRU-01106,crusher,6196.9,99.77,10.65,7.76,523.58,78.96,71,3,high,day,1
PUM-01107,pump,4785.1,61.22,4.68,8.22,381.91,91.31,34,0,high,day,0
PUM-01108,pump,4393.7,71.05,4.41,8.45,253.63,66.41,50,0,high,night,0
MIL-01109,mill,3871.8,92.52,3.83,6.83,436.19,82.04,36,0,low,night,0
PUM-01110,pump,4066.3,66.77,3.71,7.98,269.49,67.29,88,3,low,day,0
PUM-01111,pump,8667.5,72.91,4.12,10.25,228.95,69.37,46,0,medium,night,0
TRU-01112,truck,2519.7,91.91,10.22,7.38,450.3,80.34,84,2,medium,day,1
PUM-01113,pump,2905.5,70.57,2.37,9.67,341.71,72.76,62,0,high,night,0
CRU-01114,crusher,8472.2,83.74,6.22,8.36,681.98,100.0,41,0,medium,night,0
PUM-01115,pump,2216.7,50.09,4.29,9.83,362.63,67.85,64,2,high,day,0
CRU-01116,crusher,2017.8,96.12,8.6,6.57,560.03,81.71,47,0,low,night,0
PUM-01117,pump,2935.7,70.26,5.35,8.77,368.58,100.0,52,2,medium,night,0
CRU-01118,crusher,3687.1,92.73,9.56,4.65,459.94,76.94,54,0,medium,day,0
CON-01119,conveyor_belt,3235.3,66.69,2.97,4.93,236.9,61.23,34,2,medium,day,0
TRU-01120,truck,3894.8,92.32,5.57,6.05,462.86,63.93,71,2,high,night,0
PUM-01121,pump,4445.8,70.8,5.0,10.24,336.45,62.18,49,1,medium,day,0
CRU-01122,crusher,1984.0,73.46,7.34,7.64,522.68,100.0,55,2,high,night,1
PUM-01123,pump,2114.8,75.0,5.52,6.83,291.7,58.52,33,1,high,night,0
TRU-01124,truck,6249.4,74.23,9.36,4.69,426.72,60.7,50,1,low,day,0
CRU-01125,crusher,6672.4,68.94,9.79,6.14,526.69,72.09,33,2,medium,day,1
TRU-01126,truck,4969.9,72.01,6.64,7.04,407.31,67.07,34,1,low,night,0
CON-01127,conveyor_belt,5316.7,65.95,7.53,5.25,238.83,64.95,77,4,low,day,0
MIL-01128,mill,4220.8,68.12,7.95,5.43,600.45,91.05,40,1,medium,night,0
TRU-01129,truck,2338.6,67.79,5.69,6.08,371.94,70.04,54,2,high,day,1
CON-01130,conveyor_belt,6018.9,46.82,6.38,5.75,194.45,55.71,26,3,high,night,0
MIL-01131,mill,3462.9,92.19,5.59,7.3,508.75,79.45,35,1,low,day,0
PUM-01132,pump,2958.0,60.72,5.03,9.05,234.7,61.2,80,0,low,night,0
CON-01133,conveyor_belt,3297.6,54.69,4.49,4.11,275.54,71.25,25,2,low,night,0
TRU-01134,truck,6842.2,68.44,7.22,4.29,439.29,75.97,97,0,medium,day,0
PUM-01135,pump,4851.7,69.52,4.63,8.76,329.68,70.21,89,1,medium,night,0
MIL-01136,mill,4983.0,92.32,7.87,5.41,459.17,94.6,60,0,medium,day,0
CON-01137,conveyor_belt,6405.3,36.45,4.92,5.98,295.14,81.47,46,2,high,day,0
PUM-01138,pump,3497.7,60.79,5.13,7.63,227.84,63.74,77,0,medium,night,0
TRU-01139,truck,1868.6,72.19,5.65,8.69,366.59,75.79,47,0,medium,night,0
TRU-01140,truck,2670.5,65.33,6.61,3.69,479.0,78.01,21,2,low,night,0
PUM-01141,pump,3729.8,74.33,5.45,9.6,295.46,63.27,82,4,medium,night,0
TRU-01142,truck,2571.5,89.85,7.88,7.06,425.66,76.94,30,2,medium,day,1
MIL-01143,mill,2080.9,65.38,5.96,6.19,465.98,79.26,46,1,medium,night,0
PUM-01144,pump,3152.1,63.26,6.57,8.25,359.37,84.41,46,1,medium,day,0
PUM-01145,pump,3695.3,76.25,4.22,10.44,398.6,76.92,25,0,low,night,0
CON-01146,conveyor_belt,5520.7,61.85,5.0,5.26,279.2,69.29,84,1,medium,day,0
TRU-01147,truck,3536.1,89.25,5.14,6.4,370.31,78.39,37,1,low,night,0
CRU-01148,crusher,3879.0,76.86,10.23,5.56,645.64,90.06,49,2,medium,day,0
MIL-01149,mill,2405.3,74.81,7.42,7.01,613.86,85.39,14,1,medium,day,0
