equipment_id,operation_hours,temperature_celsius,vibration_mm_s,pressure_bar,current_amp,load_percentage,maintenance_days_since_last,failure_history_count,failure_next_7_days,high_temperature_flag,high_vibration_flag,maintenance_risk_flag,operational_stress_score,equipment_type_conveyor_belt,equipment_type_crusher,equipment_type_mill,equipment_type_pump,equipment_type_truck,environment_dust_level_high,environment_dust_level_low,environment_dust_level_medium,shift_day,shift_night
TRU-04089,3048.8,85.4,3.54,6.68,466.04,70.41,36,0,0,1,0,0,0.3652013960266095,0,0,0,0,1,0,0,1,0,1
PUM-04090,3240.3,77.48,3.75,8.45,258.0,69.87,11,2,0,0,0,0,0.3199718776615504,0,0,0,1,0,1,0,0,0,1
CRU-04091,3890.8,82.91,9.49,7.65,490.48,73.19,41,1,0,0,1,0,0.4719255853635237,0,1,0,0,0,1,0,0,1,0
CRU-04092,4476.9,76.57,6.27,8.11,471.9,85.87,41,3,0,0,0,1,0.43584112139643266,0,1,0,0,0,1,0,0,1,0
MIL-04093,9207.2,75.7,9.46,6.59,418.02,70.82,15,2,1,0,1,0,0.4958227972181422,0,0,1,0,0,0,0,1,1,0
CON-04094,1846.6,69.92,3.79,4.82,281.87,58.69,23,2,0,0,0,0,0.261121534349121,1,0,0,0,0,0,0,1,1,0
CON-04095,3615.0,54.56,3.77,4.46,265.52,55.9,169,0,0,0,0,1,0.2893977239430605,1,0,0,0,0,0,1,0,0,1
CRU-04096,4911.1,76.11,9.01,8.27,489.71,73.8,54,2,0,0,1,0,0.46301258493911623,0,1,0,0,0,1,0,0,0,1
TRU-04097,4218.7,84.31,4.24,6.62,451.56,74.48,25,0,0,0,0,0,0.3912232865949072,0,0,0,0,1,0,0,1,1,0
CON-04098,2537.5,61.6,5.79,2.64,251.4,55.63,106,2,1,0,0,1,0.3013602073702216,1,0,0,0,0,0,0,1,1,0
PUM-04099,2095.2,87.67,4.91,10.34,227.49,68.03,38,1,0,1,0,0,0.36033863347941186,0,0,0,1,0,0,0,1,0,1
CON-04100,2050.3,62.78,2.22,2.36,241.63,70.9,10,1,0,0,0,0,0.23562483432082534,1,0,0,0,0,0,1,0,1,0
CON-04101,2546.6,64.92,2.65,1.55,401.82,73.74,28,0,0,0,0,0,0.28055615726478433,1,0,0,0,0,0,0,1,1,0
TRU-04102,4025.0,91.87,7.52,5.34,446.28,71.91,70,2,1,1,1,0,0.4766650979365279,0,0,0,0,1,0,0,1,1,0
MIL-04103,4492.2,78.26,8.5,5.29,419.67,71.4,42,0,0,0,1,0,0.44101140657453686,0,0,1,0,0,0,1,0,0,1
MIL-04104,1821.0,70.3,6.44,8.92,506.99,72.98,117,1,1,0,0,1,0.39066648542929716,0,0,1,0,0,0,0,1,0,1
CRU-04105,4800.9,91.92,5.88,6.57,601.54,91.74,38,0,1,1,0,0,0.5025342992231436,0,1,0,0,0,1,0,0,1,0
CRU-04106,4644.7,83.92,9.25,7.55,612.91,100.0,32,1,0,0,1,0,0.5453519097196665,0,1,0,0,0,1,0,0,1,0
PUM-04107,6293.5,83.11,4.07,9.14,429.55,85.69,63,3,0,0,0,1,0.4506115589758099,0,0,0,1,0,0,0,1,0,1
CRU-04108,7273.8,91.74,9.79,7.6,552.1,82.87,79,1,0,1,1,0,0.5891732460226475,0,1,0,0,0,0,1,0,1,0
TRU-04109,5563.6,90.3,8.87,6.72,445.74,67.77,80,2,1,1,1,0,0.5076897997524312,0,0,0,0,1,0,0,1,0,1
TRU-04110,4724.3,73.06,7.87,3.87,457.58,73.26,21,0,0,0,1,0,0.4159046356120585,0,0,0,0,1,1,0,0,1,0
TRU-04111,4400.5,82.92,5.89,5.52,404.01,74.15,80,1,0,0,0,0,0.4341328359703883,0,0,0,0,1,0,1,0,1,0
CON-04112,3199.2,55.53,5.18,2.92,208.14,56.1,73,2,0,0,0,0,0.2655224439162475,1,0,0,0,0,1,0,0,0,1
PUM-04113,4617.4,78.45,5.82,10.29,252.36,61.65,21,0,0,0,0,0,0.3587496012054058,0,0,0,1,0,0,0,1,1,0
TRU-04114,7891.0,76.75,6.43,5.34,463.16,68.59,45,2,0,0,0,0,0.44531123791754407,0,0,0,0,1,0,0,1,1,0
CON-04115,4333.9,59.29,2.29,5.14,223.15,59.29,22,0,0,0,0,0,0.23303840636640064,1,0,0,0,0,0,0,1,1,0
CRU-04116,3635.1,98.48,5.54,7.48,616.96,94.82,16,0,0,1,0,0,0.5013873283662511,0,1,0,0,0,0,1,0,0,1
CON-04117,2214.4,62.75,5.92,3.82,254.48,78.93,17,0,0,0,0,0,0.3175673813493851,1,0,0,0,0,1,0,0,0,1
MIL-04118,6777.2,80.84,7.34,7.86,526.24,96.03,27,0,1,0,0,0,0.515962965131168,0,0,1,0,0,0,0,1,0,1
TRU-04119,2675.1,80.3,8.41,7.03,387.35,74.93,114,1,1,0,1,1,0.4583610270028328,0,0,0,0,1,1,0,0,0,1
PUM-04120,8610.6,55.21,3.82,10.01,287.15,73.26,148,0,0,0,0,1,0.38744821843257626,0,0,0,1,0,1,0,0,0,1
PUM-04121,4335.5,59.12,2.6,12.25,224.02,52.42,52,0,0,0,0,0,0.23477027353115276,0,0,0,1,0,1,0,0,1,0
PUM-04122,2932.0,66.48,8.48,8.13,282.19,59.19,42,1,0,0,1,0,0.34725535553560644,0,0,0,1,0,0,0,1,0,1
CON-04123,3402.5,53.98,4.42,3.3,346.49,74.74,123,0,0,0,0,1,0.32341531741144147,1,0,0,0,0,1,0,0,0,1
CRU-04124,4323.3,87.93,8.54,8.45,505.82,89.36,115,0,1,1,1,1,0.5460710443578563,0,1,0,0,0,1,0,0,0,1
TRU-04125,4946.6,76.39,6.95,5.55,394.6,69.56,30,0,0,0,0,0,0.40572441392034597,0,0,0,0,1,0,0,1,0,1
MIL-04126,5281.9,62.57,7.76,11.49,504.5,73.65,32,0,0,0,1,0,0.39745759265915226,0,0,1,0,0,1,0,0,1,0
MIL-04127,2722.9,83.66,6.68,6.49,553.65,81.83,75,1,1,0,0,0,0.45292815681514187,0,0,1,0,0,0,0,1,1,0
CON-04128,3049.5,52.21,3.66,4.43,232.16,64.14,61,1,0,0,0,0,0.24386909523457645,1,0,0,0,0,1,0,0,1,0
PUM-04129,2328.7,66.03,1.65,9.0,277.76,76.76,64,1,0,0,0,0,0.2784809853605349,0,0,0,1,0,0,0,1,1,0
TRU-04130,3994.3,67.13,5.51,7.25,322.72,55.04,27,1,0,0,0,0,0.3034751153750515,0,0,0,0,1,1,0,0,0,1
MIL-04131,2060.2,69.71,7.27,4.76,547.19,77.95,55,1,0,0,0,0,0.3928973228174722,0,0,1,0,0,1,0,0,0,1
CON-04132,7752.8,64.24,5.08,4.89,226.22,62.95,121,2,0,0,0,1,0.38590850707074015,1,0,0,0,0,0,0,1,0,1
TRU-04133,5417.6,90.95,6.32,5.32,413.0,68.35,44,0,0,1,0,0,0.4515988727374769,0,0,0,0,1,0,1,0,1,0
PUM-04134,2687.5,69.57,4.9,10.18,281.8,73.87,21,0,0,0,0,0,0.3211443606618169,0,0,0,1,0,0,1,0,0,1
PUM-04135,4006.6,78.9,4.39,10.54,226.76,59.92,57,1,0,0,0,0,0.3392242850845048,0,0,0,1,0,1,0,0,1,0
CON-04136,5576.5,62.75,4.2,1.73,174.55,57.09,44,1,0,0,0,0,0.2906764497367247,1,0,0,0,0,0,0,1,0,1
MIL-04137,5315.2,81.92,3.87,7.91,407.17,73.96,24,1,0,0,0,0,0.3872905747702307,0,0,1,0,0,0,1,0,0,1
TRU-04138,5131.8,90.75,6.58,6.04,408.72,73.24,77,1,0,1,0,0,0.4757764453066971,0,0,0,0,1,1,0,0,0,1
PUM-04139,2598.1,66.11,7.09,10.07,312.84,82.54,72,2,0,0,0,0,0.38650707275214424,0,0,0,1,0,0,0,1,0,1
MIL-04140,5284.6,80.72,8.83,8.01,563.92,81.58,16,1,0,0,1,0,0.4859174436551448,0,0,1,0,0,0,0,1,1,0
PUM-04141,7746.9,66.41,4.11,10.06,249.05,51.29,50,1,0,0,0,0,0.3233212289385128,0,0,0,1,0,0,0,1,1,0
MIL-04142,4304.7,96.47,8.25,7.29,505.17,93.72,91,2,1,1,1,1,0.5674279321114037,0,0,1,0,0,0,1,0,1,0
CON-04143,5685.2,74.33,3.67,3.85,322.78,76.38,51,3,0,0,0,1,0.3759771528525636,1,0,0,0,0,0,0,1,1,0
TRU-04144,9500.3,73.62,6.93,6.77,426.73,74.23,82,1,0,0,0,0,0.4894821590638963,0,0,0,0,1,0,0,1,1,0
MIL-04145,1140.1,85.38,9.56,8.56,419.53,79.42,90,0,0,1,1,1,0.47482564708844344,0,0,1,0,0,0,1,0,1,0
CRU-04146,1997.1,88.02,5.83,6.6,558.4,84.17,54,0,1,1,0,0,0.4405599171061365,0,1,0,0,0,1,0,0,0,1
CON-04147,6828.3,58.76,3.83,3.2,343.15,73.85,30,0,0,0,0,0,0.3317255698708423,1,0,0,0,0,0,1,0,1,0
CRU-04148,6995.6,84.82,8.05,7.36,552.57,70.64,46,2,0,0,1,0,0.495750171598103,0,1,0,0,0,0,1,0,1,0
CON-04149,2541.2,70.72,5.67,4.12,254.54,57.97,104,1,0,0,0,1,0.3324711783361579,1,0,0,0,0,0,1,0,1,0
TRU-04150,2542.2,86.19,4.43,5.65,426.97,75.95,60,2,1,1,0,0,0.39477473366452354,0,0,0,0,1,1,0,0,1,0
CON-04151,2309.1,74.08,4.76,1.0,301.46,57.63,30,1,0,0,0,0,0.29721786746411877,1,0,0,0,0,0,0,1,0,1
MIL-04152,6749.0,86.55,8.94,7.52,425.57,58.52,34,2,1,1,1,0,0.4710893821826563,0,0,1,0,0,0,0,1,0,1
MIL-04153,5909.0,92.01,5.33,7.08,460.72,88.75,114,2,1,1,0,1,0.5235545930353581,0,0,1,0,0,0,1,0,1,0
CRU-04154,2280.9,87.93,6.53,7.2,467.29,76.05,88,1,1,1,0,0,0.44469822932096564,0,1,0,0,0,1,0,0,1,0
CRU-04155,3972.5,68.17,6.68,7.63,558.68,80.35,149,1,1,0,0,1,0.4487665363364863,0,1,0,0,0,0,1,0,1,0
CRU-04156,1523.7,99.26,7.45,6.57,508.84,73.42,93,1,0,1,0,1,0.4839265338253682,0,1,0,0,0,1,0,0,0,1
PUM-04157,3263.2,98.81,4.43,9.09,426.41,63.65,111,1,0,1,0,1,0.4372516926333511,0,0,0,1,0,1,0,0,1,0
CRU-04158,6858.3,91.2,5.18,8.57,580.02,91.03,39,1,0,1,0,0,0.5129307945839122,0,1,0,0,0,0,1,0,1,0
PUM-04159,2479.5,67.07,3.26,9.88,325.49,61.07,40,1,0,0,0,0,0.2674887108416751,0,0,0,1,0,0,0,1,1,0
CON-04160,4471.6,40.29,4.36,4.26,395.96,80.99,123,1,0,0,0,1,0.3109385558043409,1,0,0,0,0,0,0,1,0,1
TRU-04161,1565.5,83.57,6.86,4.24,478.16,100.0,111,0,0,0,0,1,0.4907467262983737,0,0,0,0,1,0,0,1,0,1
PUM-04162,2657.5,69.32,5.7,10.64,292.46,55.64,32,2,0,0,0,0,0.29745507414300393,0,0,0,1,0,1,0,0,1,0
CON-04163,10908.3,52.93,6.01,5.13,143.19,58.12,35,0,0,0,0,0,0.35319245515737535,1,0,0,0,0,1,0,0,1,0
CRU-04164,2608.8,79.21,5.81,8.65,556.3,86.63,26,1,0,0,0,0,0.4142665633403965,0,1,0,0,0,0,1,0,0,1
TRU-04165,5576.5,85.78,5.1,5.73,544.59,68.94,30,1,0,1,0,0,0.4230804603890452,0,0,0,0,1,0,0,1,1,0
CRU-04166,7597.5,100.02,8.09,6.87,657.1,90.36,29,3,0,1,1,1,0.5954301338586612,0,1,0,0,0,0,1,0,1,0
PUM-04167,4146.6,66.35,5.89,9.6,263.16,68.76,43,0,0,0,0,0,0.3419378315773094,0,0,0,1,0,0,0,1,0,1
MIL-04168,5199.9,82.02,6.43,5.7,453.29,73.18,24,0,0,0,0,0,0.42796508527649724,0,0,1,0,0,0,0,1,0,1
CON-04169,7761.9,64.36,6.34,5.93,169.71,51.12,50,0,0,0,0,0,0.34627415429939745,1,0,0,0,0,1,0,0,1,0
TRU-04170,6285.9,80.88,5.54,5.47,416.0,65.04,57,1,0,0,0,0,0.41740420168477527,0,0,0,0,1,1,0,0,1,0
MIL-04171,2741.3,86.69,9.15,7.1,590.18,72.12,46,2,0,1,1,0,0.4703713410500584,0,0,1,0,0,1,0,0,0,1
MIL-04172,2862.6,86.83,7.76,6.9,591.92,91.58,130,4,0,1,1,1,0.5289516755048709,0,0,1,0,0,0,0,1,0,1
MIL-04173,2407.6,87.87,9.62,7.22,410.24,78.82,25,3,0,1,1,1,0.47055782804174967,0,0,1,0,0,0,0,1,1,0
MIL-04174,3070.4,74.51,6.26,7.24,577.85,87.2,21,2,0,0,0,0,0.4133359495409996,0,0,1,0,0,1,0,0,1,0
CRU-04175,4432.1,89.33,8.3,7.6,497.85,84.24,79,0,1,1,1,0,0.5210448426827531,0,1,0,0,0,0,1,0,1,0
TRU-04176,3677.3,74.43,3.75,6.03,394.17,82.84,158,0,0,0,0,1,0.41599963076228746,0,0,0,0,1,0,1,0,1,0
PUM-04177,3030.4,78.68,3.87,10.01,267.19,76.55,23,0,0,0,0,0,0.3434110910095812,0,0,0,1,0,0,1,0,0,1
TRU-04178,4696.3,91.0,6.73,6.72,553.58,71.73,51,2,1,1,0,0,0.4693381173700763,0,0,0,0,1,1,0,0,1,0
CON-04179,5479.1,70.62,5.94,3.98,298.9,92.16,61,1,0,0,0,0,0.4350836446742669,1,0,0,0,0,0,0,1,0,1
CON-04180,4915.1,70.15,6.21,4.6,293.03,70.46,40,1,0,0,0,0,0.3732657940483998,1,0,0,0,0,0,0,1,0,1
TRU-04181,9745.4,79.04,7.4,5.29,345.56,66.87,40,2,0,0,0,0,0.4772349537534824,0,0,0,0,1,1,0,0,0,1
TRU-04182,2834.6,82.61,4.82,5.99,490.98,82.42,72,0,0,0,0,0,0.4174300055070761,0,0,0,0,1,1,0,0,0,1
MIL-04183,3884.8,82.49,7.88,6.6,575.13,92.56,57,1,0,0,1,0,0.5008720638163364,0,0,1,0,0,0,0,1,0,1
MIL-04184,9626.2,81.39,6.55,7.4,573.73,91.22,35,2,0,0,0,0,0.5377240205218695,0,0,1,0,0,0,1,0,1,0
CON-04185,6890.3,60.23,6.42,4.04,221.29,60.25,23,3,0,0,0,1,0.33614663753821183,1,0,0,0,0,0,0,1,1,0
TRU-04186,7359.6,69.91,6.22,6.35,510.68,100.0,49,1,1,0,0,0,0.48869954245929254,0,0,0,0,1,1,0,0,0,1
CRU-04187,5261.1,98.52,6.74,8.29,538.45,77.8,71,0,0,1,0,0,0.5208993779542529,0,1,0,0,0,0,0,1,1,0
CON-04188,2316.8,63.18,4.55,4.74,211.91,66.86,60,1,0,0,0,0,0.2868245961427787,1,0,0,0,0,0,1,0,1,0
CRU-04189,3450.3,91.97,5.41,7.51,586.07,65.67,47,0,0,1,0,0,0.4227815125500805,0,1,0,0,0,0,1,0,1,0
CON-04190,3139.5,56.43,6.51,3.25,288.36,73.85,77,1,0,0,0,0,0.3352561605318816,1,0,0,0,0,0,1,0,0,1
MIL-04191,3511.1,105.68,5.91,6.77,527.08,80.2,200,1,0,1,0,1,0.5662021456081245,0,0,1,0,0,0,0,1,0,1
CON-04192,1983.0,59.04,4.25,5.14,283.17,82.18,64,0,0,0,0,0,0.3056720305960053,1,0,0,0,0,0,0,1,1,0
TRU-04193,6811.4,89.53,8.14,5.24,505.72,87.74,57,2,1,1,1,0,0.5487286031472043,0,0,0,0,1,0,0,1,1,0
CON-04194,7174.6,57.37,4.85,4.97,197.13,55.76,14,1,0,0,0,0,0.2907222177035971,1,0,0,0,0,0,1,0,0,1
MIL-04195,9123.8,79.14,6.48,7.69,446.11,91.04,26,2,0,0,0,0,0.5100138674483072,0,0,1,0,0,0,1,0,0,1
TRU-04196,3103.7,73.31,6.86,5.86,403.3,73.18,22,0,0,0,0,0,0.3764388841061269,0,0,0,0,1,0,0,1,1,0
CON-04197,4629.3,81.93,6.79,3.94,363.5,86.47,99,0,0,0,0,1,0.4806020640964094,1,0,0,0,0,0,0,1,1,0
MIL-04198,5785.3,79.22,7.45,7.87,347.97,72.0,79,0,0,0,0,0,0.4557669376758451,0,0,1,0,0,1,0,0,1,0
CRU-04199,8271.1,91.98,5.67,5.44,596.09,70.8,49,0,1,1,0,0,0.5015563492138037,0,1,0,0,0,1,0,0,0,1
PUM-04200,2603.0,45.23,4.1,10.81,285.81,75.99,42,2,0,0,0,0,0.24551983769557703,0,0,0,1,0,0,1,0,0,1
MIL-04201,2972.9,68.18,5.5,5.83,510.34,73.38,51,0,0,0,0,0,0.35752374351671223,0,0,1,0,0,0,1,0,0,1
MIL-04202,2903.7,103.84,7.43,6.8,556.56,81.26,64,0,0,1,0,0,0.5241709112118713,0,0,1,0,0,0,0,1,1,0
CON-04203,10111.5,53.58,5.39,1.91,89.27,57.21,124,1,0,0,0,1,0.3666611149183483,1,0,0,0,0,1,0,0,1,0
CRU-04204,5152.8,68.24,6.9,7.11,528.51,79.6,51,1,1,0,0,0,0.42275854815950853,0,1,0,0,0,0,0,1,0,1
PUM-04205,6246.3,65.13,3.45,10.42,358.06,90.38,88,3,0,0,0,1,0.4001346464674962,0,0,0,1,0,1,0,0,0,1
PUM-04206,5321.5,55.71,8.24,9.97,338.82,57.74,6,1,0,0,1,0,0.32627549387258376,0,0,0,1,0,0,0,1,0,1
TRU-04207,3953.5,81.55,4.42,5.7,524.28,64.56,32,1,0,0,0,0,0.36811208570011694,0,0,0,0,1,0,0,1,1,0
PUM-04208,5161.4,73.58,4.5,10.76,296.09,68.97,50,2,0,0,0,0,0.3612519003638818,0,0,0,1,0,0,1,0,0,1
CRU-04209,5407.1,97.06,7.68,8.08,614.92,91.32,117,1,0,1,1,1,0.5876980584004449,0,1,0,0,0,0,1,0,0,1
TRU-04210,2885.4,82.59,5.31,5.69,368.24,81.39,22,1,0,0,0,0,0.39386032890473976,0,0,0,0,1,1,0,0,1,0
CRU-04211,4240.7,87.12,7.15,6.91,455.2,53.99,149,2,0,1,0,1,0.45271383596014414,0,1,0,0,0,0,0,1,1,0
PUM-04212,3660.4,72.37,3.33,9.83,405.32,65.79,105,0,0,0,0,1,0.3435111714871954,0,0,0,1,0,0,0,1,0,1
PUM-04213,2841.1,77.21,7.67,8.86,345.7,75.33,36,0,0,0,1,0,0.4045308989136919,0,0,0,1,0,0,1,0,1,0
CRU-04214,5018.1,84.89,8.94,6.75,454.47,78.4,46,1,1,0,1,0,0.49497366155380784,0,1,0,0,0,0,1,0,1,0
CRU-04215,4338.6,87.81,8.04,8.9,571.06,100.0,46,0,1,1,1,0,0.5373827850908459,0,1,0,0,0,0,0,1,1,0
MIL-04216,4777.4,90.37,6.97,7.11,510.4,88.85,37,1,1,1,0,0,0.5013055396018219,0,0,1,0,0,0,0,1,1,0
PUM-04217,6364.5,72.95,5.58,10.89,269.59,60.48,42,1,0,0,0,0,0.3676301644942158,0,0,0,1,0,0,1,0,0,1
TRU-04218,2650.9,69.02,5.89,1.56,515.41,53.77,32,0,1,0,0,0,0.31101931889577206,0,0,0,0,1,1,0,0,0,1
CON-04219,3080.3,48.55,5.98,4.93,245.2,54.22,46,2,0,0,0,0,0.24202902186044167,1,0,0,0,0,0,0,1,0,1
MIL-04220,5372.8,96.38,9.05,7.66,545.95,67.0,23,1,1,1,1,0,0.5085133682418217,0,0,1,0,0,0,0,1,0,1
PUM-04221,4325.0,74.25,6.0,10.37,333.31,70.79,24,0,0,0,0,0,0.37204203980193545,0,0,0,1,0,0,1,0,0,1
CRU-04222,5016.2,73.28,5.77,5.54,611.35,89.59,63,0,0,0,0,0,0.4519478129398744,0,1,0,0,0,1,0,0,0,1
CON-04223,5793.1,52.63,4.79,3.84,236.27,64.58,54,1,0,0,0,0,0.29643150589426337,1,0,0,0,0,1,0,0,0,1
TRU-04224,2717.1,80.17,3.61,7.27,404.43,66.08,5,0,0,0,0,0,0.31885091386726827,0,0,0,0,1,0,1,0,1,0
MIL-04225,7071.7,81.27,8.13,8.34,578.4,93.08,38,0,0,0,1,0,0.5352464733958178,0,0,1,0,0,0,0,1,1,0
PUM-04226,4101.5,69.15,8.26,9.57,390.52,70.25,66,0,0,0,1,0,0.4093190383950741,0,0,0,1,0,0,0,1,1,0
CRU-04227,3033.5,80.8,5.84,6.36,588.62,79.81,49,1,0,0,0,0,0.42188347390833875,0,1,0,0,0,0,1,0,0,1
MIL-04228,2318.4,91.87,8.51,7.09,498.18,88.93,133,3,1,1,1,1,0.5382273445915066,0,0,1,0,0,0,0,1,1,0
CRU-04229,2977.3,81.52,7.67,6.0,572.4,71.29,59,0,0,0,1,0,0.4363423443104667,0,1,0,0,0,0,0,1,0,1
CON-04230,1435.8,66.28,6.52,4.95,207.08,81.4,39,2,0,0,0,0,0.3393737603971343,1,0,0,0,0,0,1,0,0,1
PUM-04231,4074.0,70.31,1.55,8.75,259.85,49.97,47,1,0,0,0,0,0.24469682409989382,0,0,0,1,0,1,0,0,0,1
TRU-04232,3885.5,79.74,4.09,6.14,501.9,77.67,45,1,0,0,0,0,0.3893846830905465,0,0,0,0,1,0,0,1,1,0
TRU-04233,3000.3,89.24,4.8,6.5,497.85,82.3,75,1,0,1,0,0,0.4413360306568999,0,0,0,0,1,0,0,1,1,0
CON-04234,11278.4,68.9,4.66,4.68,217.92,75.03,68,2,0,0,0,0,0.4429872587813397,1,0,0,0,0,1,0,0,1,0
CON-04235,5175.0,59.72,4.59,5.15,187.13,76.87,61,1,0,0,0,0,0.3341763166296972,1,0,0,0,0,0,1,0,1,0
CON-04236,2461.0,61.02,3.78,4.07,274.61,69.7,35,2,0,0,0,0,0.27009822782613674,1,0,0,0,0,1,0,0,1,0
CON-04237,4975.0,51.84,4.45,4.86,262.91,66.9,55,2,0,0,0,0,0.28559778492230187,1,0,0,0,0,0,1,0,1,0
CON-04238,4399.1,81.29,6.47,7.31,240.23,71.15,95,3,0,0,0,1,0.42622783583050805,1,0,0,0,0,0,0,1,1,0
CON-04239,2492.9,72.09,5.88,3.9,234.44,64.3,92,1,0,0,0,1,0.34703810755250847,1,0,0,0,0,0,1,0,0,1
MIL-04240,6897.8,86.33,7.66,5.19,536.49,76.91,49,0,0,1,1,0,0.5070969151688631,0,0,1,0,0,0,0,1,1,0
CON-04241,8517.0,57.58,4.06,3.4,197.12,67.58,38,1,0,0,0,0,0.3324076417911241,1,0,0,0,0,1,0,0,0,1
PUM-04242,1597.3,80.99,5.06,10.72,314.23,61.71,12,0,0,0,0,0,0.3167574588055488,0,0,0,1,0,1,0,0,1,0
PUM-04243,2896.3,81.91,5.67,8.54,303.19,68.09,39,0,0,0,0,0,0.37053981988021967,0,0,0,1,0,0,1,0,0,1
CON-04244,2057.7,54.44,4.82,3.59,255.15,82.58,91,0,0,0,0,1,0.31150090026710914,1,0,0,0,0,0,0,1,0,1
MIL-04245,7246.6,82.15,7.39,7.22,504.94,67.65,40,1,0,0,0,0,0.46775015256816027,0,0,1,0,0,1,0,0,0,1
TRU-04246,5479.3,81.52,4.08,4.38,491.21,91.66,53,3,0,0,0,1,0.4488261159808943,0,0,0,0,1,0,1,0,1,0
TRU-04247,5456.1,88.86,3.62,8.82,341.17,89.85,21,0,0,1,0,0,0.4361171550276967,0,0,0,0,1,0,0,1,0,1
CRU-04248,3294.1,99.77,7.17,6.64,454.2,80.38,133,2,1,1,0,1,0.532100943006177,0,1,0,0,0,1,0,0,0,1
PUM-04249,1968.0,77.33,6.54,10.39,313.0,67.37,6,4,1,0,0,1,0.34339494814437843,0,0,0,1,0,0,0,1,1,0
TRU-04250,2621.0,87.63,5.63,5.44,380.36,68.39,118,1,0,1,0,1,0.4233500771936208,0,0,0,0,1,1,0,0,1,0
CON-04251,8603.6,51.39,4.89,2.88,262.08,71.6,8,0,0,0,0,0,0.3282912354544389,1,0,0,0,0,0,0,1,0,1
MIL-04252,3585.2,86.51,4.97,7.02,547.14,81.42,84,0,0,1,0,0,0.4482996718451909,0,0,1,0,0,0,1,0,0,1
TRU-04253,4499.9,57.49,7.16,6.57,431.31,59.22,54,2,0,0,0,0,0.3341883183586321,0,0,0,0,1,1,0,0,1,0
TRU-04254,3628.0,83.24,5.97,6.36,396.94,77.44,68,1,0,0,0,0,0.42828462922670424,0,0,0,0,1,0,0,1,1,0
CRU-04255,2593.8,86.8,8.4,7.18,515.96,83.49,41,5,0,1,1,1,0.47492958704152455,0,1,0,0,0,0,1,0,0,1
CON-04256,3189.7,76.13,7.06,4.02,321.57,85.58,68,1,0,0,0,0,0.4304735451675966,1,0,0,0,0,0,0,1,0,1
CON-04257,9920.6,60.6,4.63,4.14,283.61,63.84,30,0,0,0,0,0,0.3632021673138849,1,0,0,0,0,0,0,1,1,0
TRU-04258,4670.5,68.68,4.22,5.9,367.95,68.38,38,3,0,0,0,1,0.3340572427796725,0,0,0,0,1,0,0,1,0,1
CON-04259,7769.6,54.48,9.45,4.13,272.74,64.08,65,0,0,0,1,0,0.4069421486848861,1,0,0,0,0,1,0,0,0,1
CRU-04260,3181.0,74.94,8.35,9.08,615.01,88.39,41,3,0,0,1,1,0.46263744563551623,0,1,0,0,0,1,0,0,1,0
MIL-04261,2222.3,82.25,7.8,5.73,619.37,84.68,138,1,1,0,1,1,0.49709995764272397,0,0,1,0,0,0,0,1,1,0
TRU-04262,6416.6,80.29,6.88,5.72,455.07,85.93,41,3,1,0,0,1,0.480796239729831,0,0,0,0,1,1,0,0,0,1
TRU-04263,3981.1,89.2,6.57,4.66,300.3,64.54,74,1,0,1,0,0,0.42783652205536193,0,0,0,0,1,0,1,0,0,1
CON-04264,9799.1,54.95,6.27,3.77,247.92,72.83,28,1,0,0,0,0,0.3865025241708735,1,0,0,0,0,0,0,1,0,1
MIL-04265,5327.9,71.05,6.78,6.8,530.37,57.69,64,1,0,0,0,0,0.38877004847914975,0,0,1,0,0,0,0,1,1,0
PUM-04266,1490.0,84.13,7.44,7.58,312.92,82.95,30,2,0,0,0,0,0.4172366623135337,0,0,0,1,0,0,0,1,0,1
PUM-04267,6445.9,59.68,5.04,10.32,244.73,50.43,16,2,0,0,0,0,0.2839344752674044,0,0,0,1,0,0,0,1,0,1
TRU-04268,4755.7,79.8,7.9,6.73,438.42,97.81,28,2,0,0,1,0,0.4938383524132052,0,0,0,0,1,0,1,0,0,1
TRU-04269,2658.3,93.68,5.13,5.86,520.19,88.18,36,6,0,1,0,1,0.45428403834701875,0,0,0,0,1,0,0,1,1,0
CRU-04270,5121.6,80.78,8.22,3.95,469.1,87.41,60,2,0,0,1,0,0.4990719789784343,0,1,0,0,0,0,1,0,1,0
MIL-04271,1653.4,85.65,8.05,6.07,563.73,95.16,92,2,1,1,1,1,0.5044276842921938,0,0,1,0,0,0,0,1,1,0
CRU-04272,3088.2,85.98,8.05,10.66,536.56,77.72,122,0,1,1,1,1,0.49572884252019545,0,1,0,0,0,0,1,0,0,1
TRU-04273,2762.2,69.4,6.67,5.64,454.68,83.82,36,1,0,0,0,0,0.39002364231873154,0,0,0,0,1,0,1,0,1,0
PUM-04274,2662.4,71.15,5.08,10.75,247.34,77.32,27,0,0,0,0,0,0.33631131879892695,0,0,0,1,0,1,0,0,0,1
MIL-04275,10479.5,73.89,5.76,7.21,494.44,75.27,100,1,0,0,0,1,0.49905388692789127,0,0,1,0,0,0,0,1,1,0
PUM-04276,5017.7,66.94,6.58,11.42,261.86,75.5,55,0,0,0,0,0,0.3856866477307391,0,0,0,1,0,1,0,0,0,1
PUM-04277,2501.9,83.71,4.89,9.53,273.09,61.09,70,1,0,0,0,0,0.3541085784355285,0,0,0,1,0,1,0,0,1,0
